Sample	adapter_content	Sequences flagged as poor quality	sequence_duplication_levels	avg_sequence_length	Encoding	kmer_content	per_base_sequence_quality	sequence_length_distribution	Sequence length	File type	basic_statistics	per_sequence_gc_content	Total Sequences	per_base_n_content	per_base_sequence_content	overrepresented_sequences	%GC	total_deduplicated_percentage	Filename	per_tile_sequence_quality	per_sequence_quality_scores
SLX-11165.ORDRE06.HFN3MBBXX.s_6.r_1	pass	0.0	pass	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2082683.0	pass	pass	warn	47.0	72.5037541043	SLX-11165.ORDRE06.HFN3MBBXX.s_6.r_1.fq.gz	fail	pass
SLX-11165.ORDRE06.HFN3MBBXX.s_6.r_1_trimmed	pass	0.0	pass	49.398324739	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2082183.0	pass	fail	warn	47.0	72.6464232656	SLX-11165.ORDRE06.HFN3MBBXX.s_6.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRE06.HFN3MBBXX.s_7.r_1	pass	0.0	pass	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2024259.0	pass	pass	warn	47.0	72.264236659	SLX-11165.ORDRE06.HFN3MBBXX.s_7.r_1.fq.gz	pass	pass
SLX-11165.ORDRE06.HFN3MBBXX.s_7.r_1_trimmed	pass	0.0	pass	49.3970648331	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2023735.0	pass	fail	warn	47.0	72.4062124027	SLX-11165.ORDRE06.HFN3MBBXX.s_7.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRE07.HFMVTBBXX.s_1.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3032838.0	pass	pass	warn	48.0	52.3768002452	SLX-11165.ORDRE07.HFMVTBBXX.s_1.r_1.fq.gz	fail	pass
SLX-11165.ORDRE07.HFMVTBBXX.s_1.r_1_trimmed	pass	0.0	warn	49.3797268201	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3031848.0	pass	fail	warn	48.0	52.5590588621	SLX-11165.ORDRE07.HFMVTBBXX.s_1.r_1_trimmed.fq.gz	warn	pass
SLX-11165.ORDRE07.HFMVTBBXX.s_2.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3079922.0	pass	pass	warn	48.0	51.8784233376	SLX-11165.ORDRE07.HFMVTBBXX.s_2.r_1.fq.gz	pass	pass
SLX-11165.ORDRE07.HFMVTBBXX.s_2.r_1_trimmed	pass	0.0	warn	49.3870271573	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3079063.0	pass	fail	warn	48.0	52.0845240947	SLX-11165.ORDRE07.HFMVTBBXX.s_2.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRE07.HFN3MBBXX.s_5.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3317018.0	pass	pass	warn	47.0	52.2909146955	SLX-11165.ORDRE07.HFN3MBBXX.s_5.r_1.fq.gz	fail	pass
SLX-11165.ORDRE07.HFN3MBBXX.s_5.r_1_trimmed	pass	0.0	warn	49.3868865382	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3315936.0	pass	fail	warn	48.0	52.4840575999	SLX-11165.ORDRE07.HFN3MBBXX.s_5.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRE07.HFN3MBBXX.s_6.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3432585.0	pass	pass	warn	47.0	52.2502738134	SLX-11165.ORDRE07.HFN3MBBXX.s_6.r_1.fq.gz	fail	pass
SLX-11165.ORDRE07.HFN3MBBXX.s_6.r_1_trimmed	pass	0.0	warn	49.3914697056	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3431558.0	pass	fail	warn	48.0	52.4105484619	SLX-11165.ORDRE07.HFN3MBBXX.s_6.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRE07.HFN3MBBXX.s_7.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3313535.0	pass	pass	warn	47.0	52.1448062121	SLX-11165.ORDRE07.HFN3MBBXX.s_7.r_1.fq.gz	pass	pass
SLX-11165.ORDRE07.HFN3MBBXX.s_7.r_1_trimmed	pass	0.0	warn	49.386999149	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3312537.0	pass	fail	warn	48.0	52.3169754164	SLX-11165.ORDRE07.HFN3MBBXX.s_7.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRE08.HFMVTBBXX.s_1.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2435356.0	pass	pass	warn	46.0	39.5565278955	SLX-11165.ORDRE08.HFMVTBBXX.s_1.r_1.fq.gz	fail	pass
SLX-11165.ORDRE08.HFMVTBBXX.s_1.r_1_trimmed	pass	0.0	fail	49.237684209	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2434192.0	pass	fail	warn	46.0	39.6986776846	SLX-11165.ORDRE08.HFMVTBBXX.s_1.r_1_trimmed.fq.gz	warn	pass
SLX-11165.ORDRE08.HFMVTBBXX.s_2.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2468586.0	pass	pass	warn	46.0	38.9508691105	SLX-11165.ORDRE08.HFMVTBBXX.s_2.r_1.fq.gz	pass	pass
SLX-11165.ORDRE08.HFMVTBBXX.s_2.r_1_trimmed	pass	0.0	fail	49.2432647986	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2467558.0	pass	fail	warn	46.0	39.1324361943	SLX-11165.ORDRE08.HFMVTBBXX.s_2.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRE08.HFN3MBBXX.s_5.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2675441.0	pass	pass	warn	46.0	39.098943287	SLX-11165.ORDRE08.HFN3MBBXX.s_5.r_1.fq.gz	fail	pass
SLX-11165.ORDRE08.HFN3MBBXX.s_5.r_1_trimmed	pass	0.0	fail	49.2535871123	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2674296.0	pass	fail	warn	46.0	39.2440530841	SLX-11165.ORDRE08.HFN3MBBXX.s_5.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRE08.HFN3MBBXX.s_6.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2750837.0	pass	pass	warn	46.0	39.0526331767	SLX-11165.ORDRE08.HFN3MBBXX.s_6.r_1.fq.gz	fail	pass
SLX-11165.ORDRE08.HFN3MBBXX.s_6.r_1_trimmed	pass	0.0	fail	49.261583171	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2749722.0	pass	fail	warn	46.0	39.2294233979	SLX-11165.ORDRE08.HFN3MBBXX.s_6.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRE08.HFN3MBBXX.s_7.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2669916.0	pass	pass	warn	46.0	39.1226683316	SLX-11165.ORDRE08.HFN3MBBXX.s_7.r_1.fq.gz	pass	pass
SLX-11165.ORDRE08.HFN3MBBXX.s_7.r_1_trimmed	pass	0.0	fail	49.2542125322	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2668763.0	pass	fail	warn	46.0	39.2795810324	SLX-11165.ORDRE08.HFN3MBBXX.s_7.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRE09.HFMVTBBXX.s_1.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2527340.0	pass	pass	warn	46.0	49.9855236441	SLX-11165.ORDRE09.HFMVTBBXX.s_1.r_1.fq.gz	fail	pass
SLX-11165.ORDRE09.HFMVTBBXX.s_1.r_1_trimmed	pass	0.0	warn	49.3868386576	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2526490.0	pass	fail	warn	46.0	50.181524578	SLX-11165.ORDRE09.HFMVTBBXX.s_1.r_1_trimmed.fq.gz	warn	pass
SLX-11165.ORDRE09.HFMVTBBXX.s_2.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2574398.0	pass	pass	warn	46.0	49.6326150312	SLX-11165.ORDRE09.HFMVTBBXX.s_2.r_1.fq.gz	pass	pass
SLX-11165.ORDRE09.HFMVTBBXX.s_2.r_1_trimmed	pass	0.0	fail	49.400582681	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2573621.0	pass	fail	warn	46.0	49.8477392548	SLX-11165.ORDRE09.HFMVTBBXX.s_2.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRE09.HFN3MBBXX.s_5.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2775097.0	pass	pass	warn	46.0	49.7364831186	SLX-11165.ORDRE09.HFN3MBBXX.s_5.r_1.fq.gz	fail	pass
SLX-11165.ORDRE09.HFN3MBBXX.s_5.r_1_trimmed	pass	0.0	fail	49.3969027014	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2774224.0	pass	fail	warn	46.0	49.9169492684	SLX-11165.ORDRE09.HFN3MBBXX.s_5.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRE09.HFN3MBBXX.s_6.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2868019.0	pass	pass	warn	46.0	49.7332155652	SLX-11165.ORDRE09.HFN3MBBXX.s_6.r_1.fq.gz	fail	pass
SLX-11165.ORDRE09.HFN3MBBXX.s_6.r_1_trimmed	pass	0.0	fail	49.4028494947	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2867175.0	pass	fail	warn	46.0	49.9009996842	SLX-11165.ORDRE09.HFN3MBBXX.s_6.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRE09.HFN3MBBXX.s_7.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2774209.0	pass	pass	warn	46.0	49.6067727299	SLX-11165.ORDRE09.HFN3MBBXX.s_7.r_1.fq.gz	pass	pass
SLX-11165.ORDRE09.HFN3MBBXX.s_7.r_1_trimmed	pass	0.0	fail	49.3999437506	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2773365.0	pass	fail	warn	46.0	49.795903624	SLX-11165.ORDRE09.HFN3MBBXX.s_7.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRE10.HFMVTBBXX.s_1.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3055726.0	pass	pass	warn	46.0	52.349653661	SLX-11165.ORDRE10.HFMVTBBXX.s_1.r_1.fq.gz	fail	pass
SLX-11165.ORDRE10.HFMVTBBXX.s_1.r_1_trimmed	pass	0.0	warn	49.3718809089	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3054736.0	pass	fail	warn	46.0	52.5173658451	SLX-11165.ORDRE10.HFMVTBBXX.s_1.r_1_trimmed.fq.gz	warn	pass
SLX-11165.ORDRE10.HFMVTBBXX.s_2.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3101315.0	pass	pass	warn	46.0	52.0647283104	SLX-11165.ORDRE10.HFMVTBBXX.s_2.r_1.fq.gz	pass	pass
SLX-11165.ORDRE10.HFMVTBBXX.s_2.r_1_trimmed	pass	0.0	warn	49.3818545878	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3100387.0	pass	fail	warn	46.0	52.2832545502	SLX-11165.ORDRE10.HFMVTBBXX.s_2.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRE10.HFN3MBBXX.s_5.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3370670.0	pass	pass	warn	46.0	52.1009539039	SLX-11165.ORDRE10.HFN3MBBXX.s_5.r_1.fq.gz	fail	pass
SLX-11165.ORDRE10.HFN3MBBXX.s_5.r_1_trimmed	pass	0.0	warn	49.377742983	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3369598.0	pass	fail	warn	46.0	52.2558712121	SLX-11165.ORDRE10.HFN3MBBXX.s_5.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRE10.HFN3MBBXX.s_6.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3486097.0	pass	pass	warn	46.0	52.0165705667	SLX-11165.ORDRE10.HFN3MBBXX.s_6.r_1.fq.gz	fail	pass
SLX-11165.ORDRE10.HFN3MBBXX.s_6.r_1_trimmed	pass	0.0	warn	49.385826853	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3485027.0	pass	fail	warn	46.0	52.190378591	SLX-11165.ORDRE10.HFN3MBBXX.s_6.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRE10.HFN3MBBXX.s_7.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3367731.0	pass	pass	warn	46.0	52.2650822489	SLX-11165.ORDRE10.HFN3MBBXX.s_7.r_1.fq.gz	pass	pass
SLX-11165.ORDRE10.HFN3MBBXX.s_7.r_1_trimmed	pass	0.0	warn	49.3819747372	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3366686.0	pass	fail	warn	46.0	52.4248167164	SLX-11165.ORDRE10.HFN3MBBXX.s_7.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRE11.HFMVTBBXX.s_1.r_1	pass	0.0	pass	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3250105.0	pass	pass	warn	45.0	72.2401690289	SLX-11165.ORDRE11.HFMVTBBXX.s_1.r_1.fq.gz	fail	pass
SLX-11165.ORDRE11.HFMVTBBXX.s_1.r_1_trimmed	pass	0.0	pass	49.2842186768	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3249417.0	pass	fail	warn	46.0	72.2070614335	SLX-11165.ORDRE11.HFMVTBBXX.s_1.r_1_trimmed.fq.gz	warn	pass
SLX-11165.ORDRE11.HFMVTBBXX.s_2.r_1	pass	0.0	pass	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3305758.0	pass	pass	warn	46.0	72.0184011812	SLX-11165.ORDRE11.HFMVTBBXX.s_2.r_1.fq.gz	pass	pass
SLX-11165.ORDRE11.HFMVTBBXX.s_2.r_1_trimmed	pass	0.0	pass	49.2992011749	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3305104.0	pass	fail	warn	46.0	72.0415550635	SLX-11165.ORDRE11.HFMVTBBXX.s_2.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRE11.HFN3MBBXX.s_5.r_1	pass	0.0	pass	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	warn	3567880.0	pass	pass	warn	45.0	72.0644898759	SLX-11165.ORDRE11.HFN3MBBXX.s_5.r_1.fq.gz	fail	pass
SLX-11165.ORDRE11.HFN3MBBXX.s_5.r_1_trimmed	pass	0.0	pass	49.299294063	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3567174.0	pass	fail	warn	46.0	72.0645658235	SLX-11165.ORDRE11.HFN3MBBXX.s_5.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRE11.HFN3MBBXX.s_6.r_1	pass	0.0	pass	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	warn	3662296.0	pass	pass	warn	45.0	71.8694642629	SLX-11165.ORDRE11.HFN3MBBXX.s_6.r_1.fq.gz	fail	pass
SLX-11165.ORDRE11.HFN3MBBXX.s_6.r_1_trimmed	pass	0.0	pass	49.3052023156	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3661581.0	pass	fail	warn	46.0	71.8806393305	SLX-11165.ORDRE11.HFN3MBBXX.s_6.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRE11.HFN3MBBXX.s_7.r_1	pass	0.0	pass	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	warn	3568267.0	pass	pass	warn	45.0	71.8659157594	SLX-11165.ORDRE11.HFN3MBBXX.s_7.r_1.fq.gz	pass	pass
SLX-11165.ORDRE11.HFN3MBBXX.s_7.r_1_trimmed	pass	0.0	pass	49.293761624	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3567515.0	pass	fail	warn	46.0	71.8115060533	SLX-11165.ORDRE11.HFN3MBBXX.s_7.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRE12.HFMVTBBXX.s_1.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2953136.0	pass	pass	warn	45.0	69.9525690745	SLX-11165.ORDRE12.HFMVTBBXX.s_1.r_1.fq.gz	fail	pass
SLX-11165.ORDRE12.HFMVTBBXX.s_1.r_1_trimmed	pass	0.0	pass	49.4019151364	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2952479.0	pass	fail	warn	45.0	70.0780494078	SLX-11165.ORDRE12.HFMVTBBXX.s_1.r_1_trimmed.fq.gz	warn	pass
SLX-11165.ORDRE12.HFMVTBBXX.s_2.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3001524.0	pass	pass	warn	45.0	69.7788649361	SLX-11165.ORDRE12.HFMVTBBXX.s_2.r_1.fq.gz	pass	pass
SLX-11165.ORDRE12.HFMVTBBXX.s_2.r_1_trimmed	pass	0.0	warn	49.4099241159	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3000892.0	pass	fail	warn	45.0	69.9507712651	SLX-11165.ORDRE12.HFMVTBBXX.s_2.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRE12.HFN3MBBXX.s_5.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3251278.0	pass	pass	warn	45.0	69.8359496334	SLX-11165.ORDRE12.HFN3MBBXX.s_5.r_1.fq.gz	fail	pass
SLX-11165.ORDRE12.HFN3MBBXX.s_5.r_1_trimmed	pass	0.0	warn	49.4075485547	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3250609.0	pass	fail	warn	45.0	69.9688410295	SLX-11165.ORDRE12.HFN3MBBXX.s_5.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRE12.HFN3MBBXX.s_6.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3361457.0	pass	pass	warn	45.0	69.7079924956	SLX-11165.ORDRE12.HFN3MBBXX.s_6.r_1.fq.gz	fail	pass
SLX-11165.ORDRE12.HFN3MBBXX.s_6.r_1_trimmed	pass	0.0	warn	49.4131511082	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3360751.0	pass	fail	warn	45.0	69.8282643711	SLX-11165.ORDRE12.HFN3MBBXX.s_6.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRE12.HFN3MBBXX.s_7.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3254409.0	pass	pass	warn	45.0	69.6662605124	SLX-11165.ORDRE12.HFN3MBBXX.s_7.r_1.fq.gz	pass	pass
SLX-11165.ORDRE12.HFN3MBBXX.s_7.r_1_trimmed	pass	0.0	warn	49.411378929	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3253786.0	pass	fail	warn	45.0	69.8178117295	SLX-11165.ORDRE12.HFN3MBBXX.s_7.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRF04.HFMVTBBXX.s_1.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2546965.0	pass	pass	warn	48.0	61.4346427951	SLX-11165.ORDRF04.HFMVTBBXX.s_1.r_1.fq.gz	fail	pass
SLX-11165.ORDRF04.HFMVTBBXX.s_1.r_1_trimmed	pass	0.0	warn	49.4016813389	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2546185.0	pass	fail	warn	48.0	61.6094962029	SLX-11165.ORDRF04.HFMVTBBXX.s_1.r_1_trimmed.fq.gz	warn	pass
SLX-11165.ORDRF04.HFMVTBBXX.s_2.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2578779.0	pass	pass	warn	48.0	61.2801600635	SLX-11165.ORDRF04.HFMVTBBXX.s_2.r_1.fq.gz	pass	pass
SLX-11165.ORDRF04.HFMVTBBXX.s_2.r_1_trimmed	pass	0.0	warn	49.4112044044	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2578129.0	pass	fail	warn	48.0	61.4996991258	SLX-11165.ORDRF04.HFMVTBBXX.s_2.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRF04.HFN3MBBXX.s_5.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2809504.0	pass	pass	warn	48.0	61.2727059116	SLX-11165.ORDRF04.HFN3MBBXX.s_5.r_1.fq.gz	fail	pass
SLX-11165.ORDRF04.HFN3MBBXX.s_5.r_1_trimmed	pass	0.0	warn	49.4050559676	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2808681.0	pass	fail	warn	48.0	61.4463713318	SLX-11165.ORDRF04.HFN3MBBXX.s_5.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRF04.HFN3MBBXX.s_6.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2900507.0	pass	pass	warn	48.0	61.2677269355	SLX-11165.ORDRF04.HFN3MBBXX.s_6.r_1.fq.gz	fail	pass
SLX-11165.ORDRF04.HFN3MBBXX.s_6.r_1_trimmed	pass	0.0	warn	49.4127923839	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2899741.0	pass	fail	warn	48.0	61.4367656912	SLX-11165.ORDRF04.HFN3MBBXX.s_6.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRF04.HFN3MBBXX.s_7.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2805710.0	pass	pass	warn	48.0	61.1962993397	SLX-11165.ORDRF04.HFN3MBBXX.s_7.r_1.fq.gz	pass	pass
SLX-11165.ORDRF04.HFN3MBBXX.s_7.r_1_trimmed	pass	0.0	warn	49.4098404606	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2804950.0	pass	fail	warn	48.0	61.3899650896	SLX-11165.ORDRF04.HFN3MBBXX.s_7.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRF05.HFMVTBBXX.s_1.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	1908323.0	pass	pass	warn	46.0	51.8585721476	SLX-11165.ORDRF05.HFMVTBBXX.s_1.r_1.fq.gz	fail	pass
SLX-11165.ORDRF05.HFMVTBBXX.s_1.r_1_trimmed	pass	0.0	warn	49.3705410591	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	1907740.0	pass	fail	warn	47.0	52.0982288464	SLX-11165.ORDRF05.HFMVTBBXX.s_1.r_1_trimmed.fq.gz	warn	pass
SLX-11165.ORDRF05.HFMVTBBXX.s_2.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	1951570.0	pass	pass	warn	46.0	51.3561357255	SLX-11165.ORDRF05.HFMVTBBXX.s_2.r_1.fq.gz	pass	pass
SLX-11165.ORDRF05.HFMVTBBXX.s_2.r_1_trimmed	pass	0.0	warn	49.3809221411	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	1951068.0	pass	fail	warn	47.0	51.611575742	SLX-11165.ORDRF05.HFMVTBBXX.s_2.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRF05.HFN3MBBXX.s_5.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2079800.0	pass	pass	warn	46.0	51.6288072157	SLX-11165.ORDRF05.HFN3MBBXX.s_5.r_1.fq.gz	fail	pass
SLX-11165.ORDRF05.HFN3MBBXX.s_5.r_1_trimmed	pass	0.0	warn	49.3807650429	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2079256.0	pass	fail	warn	46.0	51.8681372889	SLX-11165.ORDRF05.HFN3MBBXX.s_5.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRF05.HFN3MBBXX.s_6.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2153952.0	pass	pass	warn	46.0	51.4878850385	SLX-11165.ORDRF05.HFN3MBBXX.s_6.r_1.fq.gz	fail	pass
SLX-11165.ORDRF05.HFN3MBBXX.s_6.r_1_trimmed	pass	0.0	warn	49.3866667224	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2153379.0	pass	fail	warn	46.0	51.7023985888	SLX-11165.ORDRF05.HFN3MBBXX.s_6.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRF05.HFN3MBBXX.s_7.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2085785.0	pass	pass	warn	46.0	51.4255204341	SLX-11165.ORDRF05.HFN3MBBXX.s_7.r_1.fq.gz	pass	pass
SLX-11165.ORDRF05.HFN3MBBXX.s_7.r_1_trimmed	pass	0.0	warn	49.3822195516	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2085223.0	pass	fail	warn	46.0	51.6614918036	SLX-11165.ORDRF05.HFN3MBBXX.s_7.r_1_trimmed.fq.gz	pass	pass
